video_id,comment_id,parent_id,author,text,like_count,published_at,updated_at,reply_count
2wwp3dKbGE8,UgyBsu8E2xNtsVYNNT54AaABAg,,@krlan2789,"Sebelumnya pernah ikut Global Game Jam, kebetulan dapat member team yang masih pelajar dan mengerjakan bagiannya dengan vibe coding, ketika saya dan member yang satu lagi bertanya karena ada issue dan apakah bisa disesuaikan sedikit, dia tidak tau harus bagaimana karena itu modal kopas dari chatgpt tanpa di-review terlebih dulu . .

Disitulah dia mendapat ceramah, karena beban kerjanya jadi milik member2 lain . . 😅

Tidak terbayang bagaimana jika terjadi di lingkungan kerja . .",0,2025-11-03T05:59:29Z,2025-11-03T05:59:29Z,0.0
2wwp3dKbGE8,Ugxx0fBstf3wupQ9CA94AaABAg,,@taufiqhidayat2070,"Betul terjawab sudah saya pas awal belajar code sering built somthing pakai ai. Lalu saya join komunitas dan di kasih challenge coding sulit yang ga boleh pakai ai saya skill issue😂. Jadiny ngulang lagi belajarnya, belajar sesungguhnya ketika mengerjakan soal tersebut mendapatinkesulitan saya explore lewat baca documentasi dan menemukan error lalu memperbaiki. AI aku jadikan mentor untuk jelasin yang gaku pahami. Sekarang udah bisa ngoding beneran gak kaya dulu",0,2025-11-03T05:30:51Z,2025-11-03T05:30:51Z,0.0
2wwp3dKbGE8,UgzNQ68FUMtQrjmvnCB4AaABAg,,@panduresprio6154,Makasih promonya pak dhika,0,2025-11-03T05:25:22Z,2025-11-03T05:25:22Z,0.0
2wwp3dKbGE8,Ugy4K8NG1DNU9ihq6zN4AaABAg,,@Kuli-it,"Jujur ya, ini true story.
Aku kuliah di jurusan IT. Pengetahuanku tentang pemrograman masih sedikit, tapi sejak dulu aku memang suka banget dengan hal-hal yang berhubungan dengan komputer dan bahasa pemrograman. Aku juga sering belajar hal-hal baru dari channel WPU, yang bahkan belum aku dapatkan di kampus.

Waktu aku mau membuat website untuk proyek sekolahku, aku minta bantuan AI. Dari situ aku belajar kalau hasil yang bagus itu nggak bisa didapatkan secara instan. Nggak semudah yang aku bayangkan.

Sekarang aku menjadikan AI sebagai partner belajar dan kerja, supaya progresnya sesuai harapan—bukan langsung pengen instan tapi malah hasilnya amburadul 😂😂😂",11,2025-11-03T05:21:01Z,2025-11-03T05:21:01Z,1.0
2wwp3dKbGE8,Ugy4K8NG1DNU9ihq6zN4AaABAg.AP2mH0stKerAP3NuiZ7G8h,Ugy4K8NG1DNU9ihq6zN4AaABAg,@rafiqbizid,"tapi tergantung masing2 kok, partner tapi kalau mau lebih baik fungsinya harus detail dan kompleks untuk promptnya, dan harus paham structure codingan itu sendiri.",2,2025-11-03T10:58:37Z,2025-11-03T10:58:37Z,
2wwp3dKbGE8,UgwLt4dyV4wY0R-iMml4AaABAg,,@miftahudinisro3369,"I love vibe coding untuk belajar bahasa dan framework baru yang lebih cepat dan mudah tapi hanya sebatas merangkum dokumentasi dan memeberikan contoh simpel dari docs tersebut, dan kadang juga untuk efisiensi dan optimalisasi code dan kadang juga buat tanya jawab untuk perbandingan logic",0,2025-11-03T05:13:37Z,2025-11-03T05:13:37Z,0.0
2wwp3dKbGE8,UgzKrgg047SITzi51PV4AaABAg,,@MrForteDRagon,"dari dulu saya ada punya banyak ide dan inovasi,
sebut aja teknologi AI ML Dev, OS Dev, Anti Virus Dev, Pentest, Performance Test, dan masih banyak lagi yang saya pikir untuk saya sentuh-sentuh dan pelajari...

di jaman sebelum adanya AI ML, 
saya tuh merasa sangat kesulitan untuk mendapatkan informasi dan referensi.
saya masih inget di jaman dimana saya beli buku dan searching web sana-dimari,
tapi referensi yang saya inginkan belum tepat maupun membuahkan hasil.

Berkat teknologi AI ML ini,
alhamdulillah saya kebantu banget untuk *Next Level* karena referensi yang butuhkan bisa dibilang tepat dan sesuai.

ga hanya itu...
semenjak saya lulus S1, saya belum melanjutkan lagi ke S2 dan S3,
justru karena bantuan AI ML ini, saya bisa dibilang _mencontek_ materi-materi yang ada di kelas S2 & S3 melalui AI untuk menambah wawasanku.
Bahkan teknologi-teknologi yang di tingkat industri sekalipun dan filosofi-filosofinya juga...


Adapun saya pernah membuat satu proyek yang bisa dibilang saya belum menguasainya,
dan itu adalah Flutter.

Saya pernah buat satu proyek Flutter dari awal hingga akhir menggunakan AI ML ini,
hasilnya memang mengagumkan,
*_TAPI_* seperti yang sudah disampaikan oleh para senior IT kalau AI ML itu ""pinter-bodoh"" dan saya setuju karena sudah mengalaminya juga,
mereka saja  masih membutuhkan kita:
1. ketika terjadi error & bug ujung-ujungnya aku harus analisa lagi.
2. ketika promptnya ga sesuai, aku menyesuaikannya lagi dengan analisaku.
3. ketika tidak sesuai, aku mempelajarinya (lagi). walau aku awam di Dart Flutter, seengganya aku sudah tahu dasar-dasar pemrograman, flow, analisa, dan beberapa teknik kodingan yang pernah saya pelajari di Java, PHP & JavaScript. Walau Dart itu secara syntaksis berbeda dari Java, PHP & JavaScript, toh bahasa pemrograman itu pada akhirnya adalah sebuah ""tools"" untuk solusi teknologi, sehingga mempelajari Dart Flutter pun ga terlalu blank amat-amat sih...

jadi yah... teknologi tetap harus dipertanggungjawabkan mau bagaimana pun juga sekalipun kita--Progammer & Developer menggunakan AI ML sekalipun sebagai asisten maupun pengganti...",0,2025-11-03T01:57:06Z,2025-11-03T01:57:06Z,0.0
2wwp3dKbGE8,UgwEiMsSi3D4pIWTvI54AaABAg,,@rafiul_m,"Vibe Coding gak work. 

Kalo mau hasil konsisten wajib context engineering. Boleh dikit-dikti prompt, tapi hanya untuk perubahan minor (UI atau bug kecil). Utamakan pikirin dulu specnya sebelum mulai ngoding pake AI. Atau setidaknya ngobrol dulu sama agentnya sebelum eksekusi code, bisa pake plan mode.",0,2025-11-03T00:32:35Z,2025-11-03T00:32:35Z,0.0
2wwp3dKbGE8,UgxOeW1l4F1h0wlcUed4AaABAg,,@PutuAdi_id,"komentar2nya bener banget. mewakili banget. Vibe coding hanya untuk yang sudah paham fundamental coding. Karena kalau tidak, nanti berdarah darah di debuging.",0,2025-11-02T23:58:33Z,2025-11-02T23:58:33Z,1.0
2wwp3dKbGE8,UgxOeW1l4F1h0wlcUed4AaABAg.AP2CNDoWed0AP2OKWDTrqb,UgxOeW1l4F1h0wlcUed4AaABAg,@AvinNolan,"Bener, gua ada temen dia non IT bikin project aplikasi full AI Gemini, memang jadi aplikasinya dan lumayan bagus tpi saat ada request fitur lain dianya bingung malah error, gua sempet dimintain tolong buat debugging Ya Rabb pusing gila baca codenya mana ga ada dokumentasi samsek",1,2025-11-03T01:43:02Z,2025-11-03T01:43:02Z,
2wwp3dKbGE8,UgyNReY0KQO4ddMAlul4AaABAg,,@ligmacheems,"Selalu ingat juga kalau bukan orang IT, software developer atau praktisi yg rekomendasiin sebuah teknologi, BESAR KEMUNGKINAN itu marketing. Kalian ga tahu seberapa banyaknya email endorse yg diterima oleh seorang ""influencer"" untuk promosiin produk ai sekarang ini",19,2025-11-02T23:53:52Z,2025-11-02T23:54:13Z,0.0
2wwp3dKbGE8,Ugx8dlInSfL8UwzWST14AaABAg,,@ligmacheems,"Ingat selalu ""With great power, comes great responsibility""",2,2025-11-02T23:46:15Z,2025-11-02T23:46:15Z,1.0
2wwp3dKbGE8,Ugx8dlInSfL8UwzWST14AaABAg.AP2AyEJ3_2YAP2MDLo1Rp5,Ugx8dlInSfL8UwzWST14AaABAg,@MrForteDRagon,"Sapiderman... 
tapi gua setuju sih...
harus dipertanggungjawabkan juga kodingannya...",0,2025-11-03T01:24:35Z,2025-11-03T01:24:35Z,
